bad,reason,job,loan,mortdue,value,yoj,derog,delinq,clage,ninq,clno,debtinc
0,DebtCon,Mgr,17000,125728,159770,8.9222681359045,0,0,228.42,0,18,37.008
0,HomeImp,ProfEx,17000,31772,60289,6,0,0,189.24,0,13,31.126
0,DebtCon,Mgr,17000,134689,158661,8.9222681359045,0,0,227.4,0,19,36.426
0,DebtCon,ProfEx,17000,86341,133564,15,0,0,307.67,0,18,28.368
0,DebtCon, ,17000,66894,75360,8,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,25.26
0,HomeImp,Self,17000,27088,166437,7,0,0,306.67,0,27,26.157
0,DebtCon,Office,17000,70085,81598,7,0,0,117.2,1,20,21.982
0,DebtCon,Mgr,17000,97438,158780,0,0,0,210.91,1,18,38.797
0,HomeImp,Other,17000,45671,64516,27,0,0,246.18,0,13,25.701
0,DebtCon,Sales,17000,6778,60065,0,0,0,326.52,0,5,38.837
0,HomeImp,ProfEx,17000,26228,60979,7,0,0,188.25,0,13,29.629
0, ,ProfEx,17000,63450,92816,10,0,0,179.766275654635,1,16,25.719
0,DebtCon,ProfEx,17000,54780,93091,4,0,0,115.38,1,21,37.509
0,DebtCon,Mgr,17000,73184,96889,0,0,0,71.95,0,16,28.004
0,HomeImp,ProfEx,17000,60483,85015,4,0,0,116.53,0,12,27.299
1, , ,17000,52663,82000,8.9222681359045,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,33.7799181760068
1,DebtCon,Other,17000,36420,54375,1,1,0,77.7,1,18,33.7799181760068
0,DebtCon,Other,17000,53058,74000,17,1,0,204.93,1,21,33.7799181760068
0,DebtCon,ProfEx,17000,23200,85000,9,0,0,149.07,1,21,33.7799181760068
0,DebtCon,ProfEx,17000,47000,112720,16,0,0,257.7,0,20,33.7799181760068
0,DebtCon,ProfEx,17000,86000,119600,12,.254569687738005,.449442379182156,137.47,1.18605504587156,25,33.7799181760068
0,DebtCon,Other,17000,12613,85000,21,0,0,226.37,3,41,33.7799181760068
0,DebtCon,Other,17000,152900,191146,7.5,0,0,179.766275654635,2,16,33.7799181760068
0,DebtCon,Office,17000,55820,88683,.5,0,0,74.03,0,23,33.7799181760068
1,DebtCon,Office,17000,74910,112375,41,0,0,95.2,3,28,33.7799181760068
1,DebtCon,Other,17000,87600,110000,.4,6,0,180.57,2,46,33.7799181760068
1,DebtCon,Other,17000,52700,78000,2,0,0,62.9,0,10,33.7799181760068
1,DebtCon,Mgr,17000,61000,127000,9,0,5,256.7,0,40,33.7799181760068
1,DebtCon,ProfEx,17000,62755,81180,19,2,0,134.93,2,28,33.7799181760068
1,DebtCon,ProfEx,17000,56800,82000,22,0,5,320.6,4,28,33.7799181760068
1,DebtCon,Self,17000,89600,115000,20,.254569687738005,3,99.27,0,23,33.7799181760068
1,DebtCon,Office,17000,48000,69000,25,0,0,351.03,3,24,33.7799181760068
1,DebtCon,Other,17000,43000,63500,8,0,0,46.67,3,11,33.7799181760068
0,DebtCon,Other,17000,118822,208429,3,0,0,206.74,0,16,25.874
0,DebtCon,Other,17000,96065,116416,14,0,0,125.67,2,8,34.756
0,DebtCon,Office,17000,97517,141718,2,.254569687738005,.449442379182156,128.42,3,15,31.166
0,HomeImp,Office,17000,51018,108148,0,.254569687738005,2,114.95,0,23,40.241
1,DebtCon, ,17000,170636,188899,1,4,0,67.41,1,13,44.752
0,DebtCon,Office,17000,98451,138012,3,.254569687738005,.449442379182156,120.24,2,15,33.954
0,DebtCon,Mgr,17000,82662,111357,17,0,0,252.31,4,30,37.316
0,DebtCon,Other,17000,108154,134103,1,0,0,279.36,0,46,39.677
0,DebtCon,Other,17000,25638,128433,10,0,0,367.66,0,9,39.107
0,DebtCon,ProfEx,17100,56791,94396,7,0,0,110.29,1,21,36.107
0,DebtCon,ProfEx,17100,48471,71546,5,0,1,254.1,3,32,29.819
0,DebtCon,Other,17100,19126,88969,21,0,0,225.71,2,41,38.896
0,DebtCon,Office,17100,73760.817199559,96036,27,0,0,327,0,15,12.499
0,DebtCon,ProfEx,17100,100082,119585,1,0,0,147.92,0,29,34.734
0,DebtCon,Other,17100,22162,128989,11,0,0,368,0,9,40.641
0,DebtCon,Other,17100,53983,73688,5,.254569687738005,.449442379182156,95.52,0,9,36.92
0,DebtCon,Office,17100,123463,160487,4,0,0,155.3,0,21,25.704
0,HomeImp,Office,17100,49951,111291,1,.254569687738005,2,151.1,1,23,39.487
0,DebtCon,Mgr,17100,74922,91187,0,0,0,80.58,0,16,26.768
0,DebtCon,Office,17100,59123,94247,0,0,0,70.02,0,22,37.195
0,DebtCon,ProfEx,17100,46953,69086,6,0,0,165.63,2,11,29.249
0,DebtCon,Other,17100,43085,68758,7,0,1,103.68,3,49,30.354
0,DebtCon,Mgr,17100,92853,130864,6,.254569687738005,.449442379182156,244.73,3,41,37.493
1,DebtCon,Other,17100,32134,69131,3,0,0,209.2,0,6,38.633
0,DebtCon,ProfEx,17100,54598,115838,14,0,0,247.3,0,20,25.632
0, , ,17100,73760.817199559,60781,8,0,0,101.01,0,14,27.72
0,HomeImp,Other,17100,27842,74459,8.9222681359045,0,0,248.72,0,49,44.552
0, ,Other,17100,104652,169076,8.9222681359045,1,.449442379182156,270.58,1.18605504587156,23,38.465
0,DebtCon, ,17100,117337,131575,16,0,0,177.63,0,17,39.176
0,DebtCon,Other,17100,91502,113251,18,0,0,289.95,0,16,24.458
0,DebtCon,Mgr,17200,51352,64386,27,0,0,295.96,1,17,36.787
0,HomeImp,ProfEx,17200,62514,96633,25,1,0,224.76,1,24,36.702
0, ,ProfEx,17200,59698,89715,9,0,0,179.766275654635,1,16,23.346
0,DebtCon,Mgr,17200,94937,133859,6,.254569687738005,.449442379182156,248.16,2,42,36.791
0,HomeImp,Other,17200,6126,88603,13,0,1,287.26,0,23,30.099
0,DebtCon,Sales,17200,7044,57831,0,0,0,330.97,0,6,37.943
0,DebtCon,Other,17200,103519,118074,0,0,0,102.68,1,21,41.418
0,DebtCon,Other,17200,89507,121047,14,0,0,118.87,1,9,34.603
0,DebtCon,Other,17200,52011,65800,7,0,1,120.32,2,48,30.557
0,HomeImp,Mgr,17200,11950,170000,22,0,0,77.28,1,20,28.822
0,DebtCon,Mgr,17200,43996,79419,5,0,0,140.97,0,9,28.662
0,DebtCon,ProfEx,17200,33073,85654,7,0,0,163.39,1,20,28.275
1,DebtCon,Other,17200,50742,71000,15,0,0,179.766275654635,0,0,33.7799181760068
0,DebtCon, ,17200,39316,66978,4,0,0,99.99,1,10,26.437
1,DebtCon,ProfEx,17200,74402,101776.04874145,13,0,1,115.35,4,34,41.359
1,DebtCon,Office,17200,62108,101776.04874145,21,0,0,174.4,1,21,34.539
0,DebtCon,ProfEx,17200,48999,76544,5,0,0,240.52,3,31,32.842
0,DebtCon,Other,17200,35116,60489,17,0,0,106.49,1,18,38.806
0,HomeImp,ProfEx,17200,85977,109238,3,0,0,115.56,1,25,38.949
0,HomeImp,Office,17200,45900,68126,4,0,0,111.13,0,17,34.179
0,DebtCon,Office,17200,52276,69860,0,0,0,180.93,0,25,30.588
0,HomeImp,Other,17200,53849,102326,1,0,3,57.17,1,9,39.991
0,DebtCon,Other,17200,90567,118761,14,0,0,139.34,2,9,34.785
0,DebtCon,Other,17200,99204,119490,9,0,0,296.21,1,18,30.301
0,DebtCon,Mgr,17200,48427,66082,29,0,0,283.85,1,16,38.394
0,HomeImp,ProfEx,17200,62840,92946,5,0,0,133.16,0,11,27.504
0, ,Office,17200,17234,43310,1,0,0,215.61,0,15,38.319
0,DebtCon,ProfEx,17200,55254,118718,15,0,0,276.91,0,20,26.696
0,HomeImp,Other,17200,27230,82319,8.9222681359045,0,0,249.22,1,50,43.757
0,DebtCon, ,17300,40280,66319,4,0,0,101.33,2,9,27.976
0,DebtCon,ProfEx,17300,91132,110440,10,0,0,147.55,2,19,36.427
0,DebtCon,Other,17300,51185,65537,6,0,1,129.84,3,49,29.312
0,DebtCon,Other,17300,35070,63862,16,0,0,125.13,1,17,37.937
0,DebtCon,Mgr,17300,79412,114906,17,0,0,247.36,4,30,36.536
1,DebtCon,Other,17300,73000,95000,5,2,1,90.3,6,30,33.7799181760068
0,HomeImp,ProfEx,17300,99064,156306,4,0,0,90.45,0,16,35.75
0,DebtCon,Other,17300,44031,79187,0,.254569687738005,1,299.71,1,10,35.987
0, ,Office,17300,20798,37980,2,0,0,219.31,0,16,37.763
0,DebtCon,Other,17300,90768,116052,13,0,0,120.24,2,9,35.811
0,DebtCon,ProfEx,17300,65444,91244,8,0,0,202.05,0,19,21.573
0,DebtCon,Office,17300,65136,83847,6,0,0,127.1,0,20,24.518
0,DebtCon,ProfEx,17300,110614,137552,6,0,0,85.23,0,13,31.344
1,DebtCon,Other,17300,73503,91842,0,0,6,142.33,1,32,46.902
0,HomeImp,ProfEx,17300,91350,107834,3,0,0,118.13,0,24,37.611
0,DebtCon,Other,17300,65077,91991,0,2,3,114.02,2,26,35.908
0,DebtCon,Office,17300,96138,124066,1,.254569687738005,2,271.78,0,30,40.405
0,DebtCon,ProfEx,17300,32736,49100,4,0,0,262.95,0,34,38.563
0,DebtCon,Office,17300,57358,71617,0,0,0,194.29,0,25,30.538
0,HomeImp,Office,17300,51107,64135,4,0,0,115,0,17,32.251
0,DebtCon,Mgr,17300,48132,78889,4,0,0,133.17,0,8,28.298
0,DebtCon,Other,17400,73760.817199559,48971,8.9222681359045,.254569687738005,.449442379182156,345.01,1.18605504587156,17,32.474
0,DebtCon,Other,17400,77350,101271,0,0,0,148.92,1,18,34.387
0,HomeImp,ProfEx,17400,61035,90434,4,0,0,113.64,0,12,25.357
0,HomeImp,ProfEx,17400,58941,88470,4,0,0,123.26,0,12,25.558
0,DebtCon,Other,17400,62824,82243,5,.254569687738005,.449442379182156,109.48,0,7,34.818
0,DebtCon,Mgr,17400,25859,43684,16,1,0,95.36,1,17,27.108
0, ,Office,17400,24687,37391,2,0,0,217.74,0,16,38.251
0,DebtCon,Mgr,17400,43110,73614,1,0,0,114.29,1,8,26.379
0,HomeImp,Mgr,17400,11147,166496,23,0,0,73.47,1,19,29.532
0,DebtCon,Mgr,17400,42876,66085,26,0,0,281.58,1,16,38.028
0,DebtCon,Other,17400,45861,61256,7,0,0,132.02,3,48,30.187
1,DebtCon,Office,17400,54161,75500,4,0,0,23.33,5,11,33.7799181760068
0,DebtCon,Mgr,17400,44479,78121,1,0,0,117.32,0,9,27.134
0,DebtCon,Mgr,17400,97072,155146,0,0,0,204.17,0,19,40.508
1,DebtCon,Other,17400,96590,112115,0,6,0,178.66,2,46,41.118
0,DebtCon, ,17400,113890,135146,16,0,0,174.1,1,17,37.634
0,DebtCon,Mgr,17400,49765,66782,27,0,0,272.59,1,16,39.383
0,HomeImp,Other,17400,25844,83229,8.9222681359045,0,0,247.76,0,50,43.701
0,DebtCon,Office,17400,123579,168243,4,0,0,146.35,0,20,26.604
0,DebtCon,ProfEx,17400,166345,202989,10,0,0,276.07,0,37,24.357
0,DebtCon,Other,17400,55575,78661,17,1,0,198.99,1,20,38.991
0,DebtCon,ProfEx,17400,102228,115898,0,0,0,144.2,0,30,35.114
0,HomeImp,Office,17400,56111,114521,2,.254569687738005,2,154.86,1,24,38.695
0,HomeImp,ProfEx,17400,64163,84948,12,0,2,172.71,0,13,27.98
1,DebtCon,Other,17400,79623,113658,0,0,2,212.13,2,25,35.107
0,DebtCon,Other,17500,92986,114276,13,0,0,116.96,2,8,36.251
0,DebtCon,Mgr,17500,99853,163401,0,0,0,208.46,1,18,37.829
0,DebtCon,Other,17500,17889,94453,19,0,0,244.36,2,41,35.745
0,DebtCon,ProfEx,17500,101354,117209,1,0,0,136.16,0,30,36.852
0,DebtCon,Mgr,17500,133243,154513,8.9222681359045,0,0,217.04,0,18,37.463
1,DebtCon,Other,17500,76100,98500,5,10,1,59.83,5,16,33.7799181760068
0,HomeImp,Office,17500,49968,68025,3,0,0,126.08,0,18,34.109
0,DebtCon,Office,17500,73071,94267,1,0,0,160.45,3,19,32.277
0,DebtCon,Other,17500,153839,194027,7,0,0,179.766275654635,1,15,29.114
0,DebtCon,Other,17500,51102,69532,5,0,0,108.32,2,49,31.496
0,DebtCon,Office,17500,100642,138550,3,.254569687738005,.449442379182156,115.08,3,16,32.176
1,DebtCon,Other,17500,110603,142000,1,1,0,163.07,3,25,33.7799181760068
1,DebtCon,ProfEx,17500,56647,78000,11,3,2,92.3,7,29,33.7799181760068
1,DebtCon,Office,17500,68000,133015,19,1,1,177.5,5,21,33.7799181760068
0,DebtCon,Other,17500,46636,72908,7,0,0,110.23,3,15,41.512
0,DebtCon,Other,17500,90221,113564,19,0,0,265.18,1,17,27.029
0,HomeImp,ProfEx,17500,85183,108948,4,0,0,125.11,1,25,37.103
0,HomeImp,ProfEx,17500,61524,87188,3,0,0,115.81,1,13,25.402
1,DebtCon,ProfEx,17500,91000,116000,.5,0,0,188.73,3,26,33.7799181760068
0,DebtCon,Other,17500,87294,114031,15,0,0,147.1,2,8,34.468
0,DebtCon,Other,17500,103562,130613,1,0,0,288.01,0,47,39.358
0,DebtCon,Office,17500,102858,138977,2,.254569687738005,.449442379182156,100.28,2,15,31.669
0,DebtCon,ProfEx,17500,23288,94904,8,0,0,145.12,0,20,29.675
0,DebtCon,ProfEx,17600,39057,50933,6,0,0,239.2,1,35,39.301
0,DebtCon,Other,17600,53707,80407,17,1,0,185.98,0,21,36.494
0, ,Other,17600,73760.817199559,96188,8.9222681359045,0,0,181.3,0,9,30.879
0,HomeImp,Other,17600,56090,103992,1,0,2,46.88,1,10,39.082
0,HomeImp,ProfEx,17600,62996,86817,12,0,1,152.78,0,14,29.204
0,DebtCon,Other,17600,73354,96526,0,0,0,147.13,1,18,33.052
0,DebtCon,Other,17600,72232,103081,1,0,0,143.97,0,18,36.31
0,DebtCon,Other,17600,79122,96116,1,0,0,152.44,1,18,35.59
1,DebtCon,Other,17600,76043,95605,3,2,1,85.04,6,30,47.84
0,HomeImp,Office,17600,44571,66088,2,0,0,126.09,0,17,30.872
0,DebtCon,Other,17600,73760.817199559,45119,8.9222681359045,.254569687738005,.449442379182156,354.74,1.18605504587156,17,34.495
0,DebtCon,Mgr,17600,29201,41396,19,0,0,89.2,1,16,23.935
0,DebtCon,Other,17600,67285,90816,1,1,2,104.59,2,25,35.592
0,DebtCon,Other,17600,64857,82449,1,0,0,312.88,3,15,43.479
0,DebtCon,Office,17600,59347,68667,0,0,0,185.27,0,25,30.052
0,DebtCon,Office,17600,71983,97939,1,0,0,144.37,3,19,29.809
0,DebtCon,Other,17600,106381,134476,0,0,0,294.07,0,47,38.582
0,HomeImp,ProfEx,17600,62198,101183,21,0,0,230.72,1,23,39.14
0,DebtCon,Office,17600,71366,87862,5,0,0,116.8,0,20,23.4
0,DebtCon,Other,17600,39063,54561,17,0,0,107.94,1,17,38.919
0,DebtCon,Other,17600,48487,65665,6,0,0,100.17,2,15,43.77
0, , ,17600,73760.817199559,66000,7,0,0,111.79,0,14,27.091
0,DebtCon,Other,17600,88661,114922,13,0,0,152.75,1,7,36.766
0,DebtCon,Office,17600,61093,97551,0,0,0,75.06,0,22,35.563
0,HomeImp,Other,17700,10847,94611,14,0,1,271.4,0,22,27.283
0, ,Office,17700,17480,41055,1,0,0,196.13,0,15,37.924
0,DebtCon,Office,17700,64964,88856,5,0,0,114.67,0,19,21.933
0,DebtCon, ,17700,111612,128416,14,0,0,169.73,0,17,39.771
0,DebtCon,Other,17700,93302,116668,20,0,0,283.04,0,16,25.226
0,HomeImp,Other,17700,50886,106673,2,0,2,57.09,1,10,40.859
0,HomeImp,ProfEx,17700,60260,90196,11,0,1,177.85,0,14,29.607
0,DebtCon,ProfEx,17700,36253,57420,3,0,0,267.78,1,34,37.935
0,DebtCon,Office,17700,73760.817199559,56402,3,0,0,91.05,2,8,38.686
0,DebtCon,ProfEx,17700,107395,133433,6,0,0,96.16,0,13,27.592
0,HomeImp,ProfEx,17700,71399,96588,7,0,0,83.6,0,16,33.627
0,DebtCon,Office,17700,98476,136319,2,.254569687738005,.449442379182156,110.74,3,16,32.221
0,DebtCon,ProfEx,17700,85150,113104,11,0,0,148.07,2,19,38.963
1,DebtCon,Office,17700,58016,76416,4,0,0,28.01,5,10,41.463
0,DebtCon,ProfEx,17700,47064,71698,3,0,0,244.52,3,32,30.403
0,DebtCon,Office,17700,73760.817199559,55796,1,0,0,85.18,2,8,40.209
0,DebtCon,Office,17700,56375,90435,0,0,0,70.23,0,23,36.023
0,DebtCon,Mgr,17700,72911,97317,1,0,0,82.4,0,17,25.329
0,HomeImp,ProfEx,17700,82302,111228,4,0,0,118.46,0,25,37.161
0,DebtCon,Other,17800,61494,85864,2,0,0,303.84,3,15,40.246
0,DebtCon,Other,17800,38770,64357,17,0,0,282.94,0,21,27.979
0,DebtCon, ,17800,39686,67246,5,0,0,114.18,1,10,27.576
0,HomeImp,ProfEx,17800,83080,108348,1,0,0,132.61,0,25,36.459
0, ,Other,17800,73760.817199559,95639,8.9222681359045,0,0,179.85,1,9,33.142
0,DebtCon,Other,17800,107736,113100,1,0,0,135.12,2,20,38.937
0,DebtCon,Office,17800,56956,74305,0,0,0,187.18,0,24,31.817
0,DebtCon,Office,17800,60611,89943,29,0,0,208.47,0,21,30.813
0,HomeImp,ProfEx,17800,58942,91483,5,0,0,123.74,0,13,28.156
0,DebtCon,Other,17800,68889,85642,0,2,2,105.77,2,25,34.63
0, ,Other,17800,100277,163702,8.9222681359045,1,.449442379182156,256.85,1.18605504587156,24,36.354
0,DebtCon,ProfEx,17800,51689,115660,16,0,0,270.04,0,19,27.467
0,DebtCon,Mgr,17800,137169,182280,12,0,0,241.38,0,21,28.846
0,HomeImp,Mgr,17800,13839,171378,23,0,0,86.7,2,21,31.36
0,HomeImp,Mgr,17800,13660,173360,23,0,0,78.84,2,21,30.063
0,HomeImp,Other,17800,8642,88369,13,0,0,265.02,0,22,26.481
0,HomeImp,Other,17800,36902,57622,9,0,0,121.88,0,10,19.142
0,DebtCon,ProfEx,17800,54003,116434,18,0,0,268.72,0,19,24.252
0,HomeImp,ProfEx,17800,69306,94504,7,0,0,85.85,0,15,32.294
0,DebtCon,ProfEx,17800,56432,157665,20,0,0,238.17,0,27,20.079
0,DebtCon,ProfEx,17800,44326,79651,4,0,0,246.8,3,32,32.509
1,DebtCon,Self,17900,70046,135917,1,1,2,138.01,0,16,38.289
0,DebtCon,ProfEx,17900,37265,53214,2,0,0,259.96,0,34,39.832
0,DebtCon,Office,17900,62697,89848,7,0,0,113.06,0,19,24.072
0,DebtCon,Office,17900,72501,94488,1,0,0,162.39,3,19,29.961
0, ,Other,17900,97335,167384,8.9222681359045,0,.449442379182156,250.49,1.18605504587156,24,39.156
0,HomeImp,ProfEx,17900,63559,81536,13,0,3,176.87,0,13,26.19
0,DebtCon,Mgr,17900,66823,91680,0,0,0,89.44,0,18,27.711
0,DebtCon, ,17900,38233,63578,6,1,0,79.12,2,9,26.519
0,HomeImp,Office,17900,70444,95860,7,.254569687738005,.449442379182156,95.68,0,11,38.143
1,HomeImp,ProfEx,17900,96450,135822,6,0,1,90.3,6,5,33.7799181760068
0,DebtCon,Office,17900,102054,143103,5,.254569687738005,.449442379182156,125.86,2,16,32.847
0,HomeImp,Office,17900,56273,111507,1,.254569687738005,2,123.02,1,23,39.491
1,HomeImp,Mgr,17900,51080,92051,10,0,0,117.09,0,31,42.373
0,DebtCon,Mgr,17900,46342,68029,26,1,0,279.01,1,17,36.073
0,DebtCon,Other,17900,110332,130756,2,0,1,288.66,1,47,41.946
0,DebtCon,Mgr,17900,68779,98623,1,0,0,83.86,0,17,26.406
1,HomeImp,Other,17900,73760.817199559,31953,10,0,1,74.43,1,2,29.976
0,DebtCon,Office,18000,68000,98898,10,0,0,206.97,2,13,33.7799181760068
0,DebtCon,Other,18000,49255,61752,8,0,0,122.06,3,49,30.034
0,DebtCon,Other,18000,62216,85503,3,0,0,307.25,2,15,41.439
0,DebtCon,Mgr,18000,97523,130166,5,.254569687738005,.449442379182156,247.97,3,42,40.592
0,DebtCon,Office,18000,63508,94991,1,0,0,155.88,0,25,23.586
0,HomeImp,ProfEx,18000,65836,100292,22,0,0,237.1,0,24,36.338
0,DebtCon,Other,18000,73760.817199559,53365,8.9222681359045,.254569687738005,.449442379182156,340.46,1.18605504587156,17,30.576
0,HomeImp,ProfEx,18000,72152,102671,7,0,0,84.64,0,16,32.887
0,DebtCon,ProfEx,18000,88509,112933,4,0,0,150.8,1,21,23.201
0,DebtCon,Other,18000,84824,115146,21,0,0,293.98,0,16,27.098
0,DebtCon,ProfEx,18000,23252,50750,16,0,0,180.6,1,20,33.7799181760068
0,DebtCon, ,18000,46865,61266,5,0,0,102.59,2,9,26.354
0,DebtCon,Office,18000,105000,172500,6,0,0,219.17,4,24,33.7799181760068
0,DebtCon,Other,18000,23000,46000,.2,.254569687738005,.449442379182156,312.53,1.18605504587156,25,33.7799181760068
0,DebtCon,Office,18000,7051,66200,8.9222681359045,0,0,250.57,0,22,33.7799181760068
0,DebtCon,Mgr,18000,88000,131300,14,0,0,179.57,2,26,33.7799181760068
0,HomeImp,ProfEx,18000,124000,195000,13,0,0,202.9,0,22,33.7799181760068
0,HomeImp,Mgr,18000,94554,119000,1,0,1,308.47,1,20,33.7799181760068
0,DebtCon,Office,18000,90000,120600,25,0,0,272.93,3,17,33.7799181760068
0,DebtCon,ProfEx,18000,45000,68500,10,0,0,190.8,1,42,33.7799181760068
0,DebtCon, ,18000,56000,78000,4,0,0,108.53,0,16,33.7799181760068
1,HomeImp,ProfEx,18000,62000,160800,15,0,0,129.83,1,11,33.7799181760068
1,HomeImp,Office,18000,12900,21500,5,3,0,109.57,0,33,33.7799181760068
1,DebtCon,Other,18000,57988,86970,16,0,0,165.33,2,14,33.7799181760068
1,DebtCon,Other,18000,99401,140000,8.9,2,0,150.1,3,20,33.7799181760068
1,DebtCon,Other,18000,39005,60000,10,2,0,112.63,5,5,33.7799181760068
1,DebtCon,Other,18000,47000,69000,6,3,2,110.63,2,24,33.7799181760068
0,DebtCon,Other,18000,52301,79959,1,.254569687738005,1,290.28,0,9,37.164
0,HomeImp,Office,18000,55169,114786,2,.254569687738005,2,120.15,0,24,37.548
0,DebtCon,ProfEx,18000,100822,118817,0,0,0,126.43,0,30,37.877
1,DebtCon,Other,18000,48724,72654,7,0,0,62.09,0,4,31.57
0,DebtCon,Other,18000,161413,196860,7,0,0,179.766275654635,2,16,30.778
0,DebtCon,Mgr,18000,90275,135792,13,0,0,178.66,1,26,33.337
0,DebtCon,Other,18000,74162,89823,0,2,1,121.76,1,26,34.025
1,DebtCon,Other,18000,114000,147140,5,0,0,122.73,2,13,33.7799181760068
0,DebtCon,ProfEx,18000,50409,78404,9,0,0,191.28,0,42,39.483
0,DebtCon,ProfEx,18000,54196,71412,10,0,0,189.87,1,42,37.352
0,HomeImp,Other,18000,41814,62845,27,0,0,244.88,0,14,23.537
0, ,Other,18000,73760.817199559,97026,8.9222681359045,0,0,182.6,1,9,30.676
0,DebtCon,Office,18000,107546,176314,6,0,0,218.02,3,23,40.152
0,DebtCon,Other,18100,81916,104048,0,0,0,154.43,0,18,33.678
0,DebtCon,Mgr,18100,144692,183630,11,0,0,256.21,0,21,27.384
0,HomeImp,Other,18100,53524,102133,0,0,3,52.94,1,9,40.617
0,DebtCon,ProfEx,18100,46145,72200,11,0,0,178.19,0,42,40.574
1,DebtCon,Mgr,18100,23590,215548,10,7,2,136.53,10,41,33.272
0,DebtCon,ProfEx,18100,57864,164069,19,0,0,247.55,0,27,21.469
0,DebtCon,Other,18100,71814,89941,10,0,0,83.17,3,11,32.285
0,DebtCon,Other,18100,62783,86066,0,0,0,293.36,2,15,43.618
0,DebtCon,Other,18100,89454,119019,13,0,0,127.25,1,8,37.525
0,DebtCon,Office,18100,112832,182418,8,0,0,230.07,3,23,40.299
0,HomeImp,Mgr,18100,95322,119643,2,0,0,313.6,1,20,42.119
0,DebtCon,Other,18100,22203,138057,8,0,0,356.91,1,10,40.874
0,DebtCon,Other,18100,73356,86885,10,0,0,73.75,3,12,31.571
0,HomeImp,Other,18100,27186,77694,8.9222681359045,0,0,249.41,0,50,43.728
0,DebtCon,Mgr,18100,27239,39723,17,0,0,111.53,1,16,24.449
0,DebtCon,ProfEx,18100,23928,55734,17,0,0,175.9,0,19,37.946
0,DebtCon,ProfEx,18100,32554,92419,8,0,0,164.91,1,20,29.017
0,HomeImp,Self,18100,18611,171194,5,0,0,313.04,0,26,27.199
0,DebtCon,Mgr,18200,50250,72000,10,2,0,75.07,3,28,33.7799181760068
0,HomeImp,ProfEx,18200,93702,158647,4,0,1,96.18,0,16,34.71
0,HomeImp,Mgr,18200,16386,170310,23,0,0,73.01,2,20,29.805
1,DebtCon,Sales,18200,67809,89339,0,3,0,102.46,2,19,38.345
0,DebtCon,Other,18200,13925,94898,22,0,0,223.9,2,41,35.998
0,DebtCon,Other,18200,34593,56658,15,0,0,126.05,1,18,36.927
0,DebtCon,ProfEx,18200,49653,159076,20,0,0,231.55,0,27,20.416
0,DebtCon,Mgr,18200,94727,136877,15,0,0,168.96,2,26,36.056
1,DebtCon,Other,18200,55406,78682,8.9222681359045,0,0,122.72,0,39,33.694
0,DebtCon,Other,18200,4447,21510,8.9222681359045,0,0,67,2,19,33.7799181760068
1,DebtCon,Other,18200,139000,171350,.1,0,1,102.5,7,18,33.7799181760068
0,DebtCon,Office,18200,97146,124195,24,0,0,278.31,2,17,32.722
0,HomeImp,ProfEx,18200,61690,89963,15,0,2,157.41,0,14,27.947
0,DebtCon,Office,18200,61554,94510,2,0,0,161.35,0,24,23.897
0,DebtCon,Other,18200,4927,30198,8.9222681359045,0,0,89.6,1,19,41.231
0,DebtCon,ProfEx,18200,53646,156048,20,0,0,232.3,0,27,20.856
0,DebtCon,Other,18200,120966,208782,4,0,0,202.53,0,17,27.437
0,DebtCon,Office,18200,62141,90434,0,0,0,69.41,0,22,35.357
0,DebtCon,Mgr,18200,68743,92112,0,0,0,95.34,0,16,26.693
1,DebtCon,ProfEx,18200,95091,113294,15,0,3,188.5,0,36,78.654
0,DebtCon,ProfEx,18200,78077,105522,0,0,0,278.44,2,22,38.94
0,DebtCon,Other,18200,63852,93356,1,0,0,181.91,0,31,33.209
0,HomeImp,Other,18200,39109,62371,25,0,0,268.2,0,13,24.748
0,DebtCon,Other,18200,57980,79265,16,0,0,194.05,0,20,37.726
0,DebtCon,Other,18300,40018,65355,16,1,0,287.97,0,21,28.363
0,HomeImp,ProfEx,18300,90337,103864,3,0,0,118.53,0,25,39.72
0,DebtCon,Other,18300,109437,114900,1,0,0,138.17,1,20,38.332
0, ,ProfEx,18300,55584,95236,10,0,0,179.766275654635,1,15,24.591
0,DebtCon,Other,18300,121001,210685,2,0,0,192.98,0,16,26.861
0,DebtCon,ProfEx,18300,26982,59552,15,0,0,183.61,1,19,36.3
0,DebtCon,Other,18300,63351,87645,1,0,0,324.61,3,15,43.902
0,DebtCon,ProfEx,18300,109192,139384,6,0,0,122.87,0,14,29.398
0,DebtCon,ProfEx,18300,90099,118545,12,0,0,140.52,3,18,38.899
0,DebtCon,Other,18300,31427,60249,16,0,0,110.55,0,18,40.001
0,DebtCon,Office,18300,35975,60500,13,0,2,118.67,1,22,33.7799181760068
1,DebtCon,ProfEx,18300,60100,82506,10,3,1,171.47,2,64,33.7799181760068
0,DebtCon,Mgr,18300,73510,95132,0,0,0,86.68,0,17,25.244
0,HomeImp,ProfEx,18300,93728,153093,5,0,0,109.34,0,16,36.214
0,DebtCon,Mgr,18300,68096,99051,1,0,0,85.84,0,17,27.634
0,HomeImp,ProfEx,18300,68517,97151,7,0,0,77.52,0,15,32.004
